"accumulation_period","term","estimate","std.error","statistic","p.value","district_no"
"3:4","IT_t_squared",-0.300379236080399,0.807846699859816,-0.371827026256991,0.7177794167717,1051
"3:4","IR_t_IT_t",0.0165543802192872,0.0338701350841855,0.488760383687299,0.635552599762963,1051
"3:5","(Intercept)",53.4965746251183,136.278893698603,0.392552163972157,0.702887410066045,1051
"3:5","IR_t",-0.636665474487945,0.78281277461614,-0.813304911637576,0.434980020838085,1051
"3:5","IT_t",21.9123082947574,25.0649100405496,0.874222499075722,0.40250422533763,1051
"3:5","IR_t_squared",0.000160790438554671,0.00114409252324005,0.140539716227946,0.891024156442509,1051
"3:5","IT_t_squared",-2.04425639840254,1.4324712219475,-1.42708374666215,0.184025997465344,1051
"3:5","IR_t_IT_t",0.0719914407418384,0.0652052979398774,1.1040734881423,0.295419178126282,1051
"3:6","(Intercept)",-267.907781886462,230.715778727469,-1.16120268567728,0.272527442806078,1051
"3:6","IR_t",0.309784952393982,0.79208505154848,0.391100617021329,0.703926225319957,1051
"3:6","IT_t",66.9736289659569,35.7872519707956,1.87143815961648,0.0907931028322186,1051
"3:6","IR_t_squared",-0.000668596284551105,0.000707295744345273,-0.945285320739499,0.366793078167626,1051
"3:6","IT_t_squared",-3.38903724947454,1.71558459110412,-1.97544164656632,0.0764499115458053,1051
"3:6","IR_t_IT_t",-0.00199982288704782,0.0616175559594818,-0.0324554074874839,0.974747534248195,1051
"3:7","(Intercept)",-160.930048372262,271.549296644238,-0.592636587024933,0.566583604083984,1051
"3:7","IR_t",1.09858102930418,0.443786964043385,2.47546935424804,0.0327962880407304,1051
"3:7","IT_t",13.8668441176301,47.7240222570467,0.290563189392164,0.777322055571045,1051
"3:7","IR_t_squared",-0.000991414390415513,0.000351761122205823,-2.81843082657502,0.0182096497313196,1051
"3:7","IT_t_squared",-0.0783406991079796,2.11807182753211,-0.0369868000176647,0.97122346919612,1051
"3:7","IR_t_IT_t",-0.0389473714824805,0.0277382772892914,-1.40410203114944,0.190575670284735,1051
"3:8","(Intercept)",-338.545395894087,937.283844266795,-0.361198369058542,0.725465481720979,1051
"3:8","IR_t",-0.0781017636196736,1.38751980555146,-0.0562887558845566,0.956220575876749,1051
"3:8","IT_t",71.5765111307833,183.162051504978,0.390782427597116,0.704154026491607,1051
"3:8","IR_t_squared",2.35466559243984e-05,0.000754521695070814,0.0312073941388636,0.97571821802655,1051
"3:8","IT_t_squared",-3.02322274923708,8.06483792474784,-0.374864662804939,0.71558877245442,1051
"3:8","IR_t_IT_t",0.00669018506005409,0.0658115264905174,0.101656737304491,0.921038603336496,1051
"3:9","(Intercept)",-261.215735876033,762.543267649046,-0.342558575963004,0.739021807843988,1051
"3:9","IR_t",0.830065470863965,0.984245161370659,0.843352351062632,0.418747231424411,1051
"3:9","IT_t",23.5273417885604,132.575704430649,0.17746344920134,0.862687484940481,1051
"3:9","IR_t_squared",-0.000461358153371517,0.000436251006970913,-1.05755206520882,0.315137470292343,1051
"3:9","IT_t_squared",-0.426485380519356,5.6300132642568,-0.0757521093648178,0.941110388165826,1051
"3:9","IR_t_IT_t",-0.0277345209563881,0.0506979615934105,-0.54705396597233,0.59633756593026,1051
"3:10","(Intercept)",-408.137329948177,1483.18084462574,-0.275177050342208,0.788782182929914,1053
"3:10","IR_t",-0.242266780189866,0.998872234149822,-0.242540308867498,0.813263563514297,1053
"3:10","IT_t",89.6947219718935,212.76596492016,0.421565178460527,0.682260882554734,1053
"3:10","IR_t_squared",-6.64504602293125e-05,0.000268810358424712,-0.247202007462536,0.809753099429392,1053
"3:10","IT_t_squared",-3.94463738773134,7.61777382658283,-0.517820229049884,0.615845063454478,1053
"3:10","IR_t_IT_t",0.0207797395269479,0.0633450620568404,0.328040400501967,0.749646214232146,1053
"3:3","(Intercept)",98.5062816593612,17.2864797746073,5.69845815595496,0.000198728445308056,1053
"3:3","IR_t",-0.467151341245229,0.56387034118383,-0.828472978849106,0.426733664511863,1053
"3:3","IT_t",-1.10927677555557,3.74455603492447,-0.2962371947995,0.773109790936138,1053
"3:3","IR_t_squared",0.00255826078500831,0.00442437187691748,0.578220108114122,0.575904653711733,1053
"3:3","IT_t_squared",0.0110316426702724,0.481424195472664,0.0229145995860085,0.982169190834423,1053
"3:3","IR_t_IT_t",0.0347949288195784,0.0492340276446746,0.706725215956245,0.495874589986395,1053
"3:4","(Intercept)",108.598530926095,70.7214329044722,1.53558159762947,0.155652888080061,1053
"3:4","IR_t",0.00883471218627396,1.03063853241613,0.00857207634723562,0.993329156316272,1053
"3:4","IT_t",-6.46464523530779,14.1739936678672,-0.456092008137644,0.658068467002622,1053
"3:4","IR_t_squared",-0.00120977277280238,0.00324325710379156,-0.3730116774856,0.716924764458219,1053
"3:4","IT_t_squared",0.270248897074089,0.979396373338295,0.275934141100543,0.788217011721513,1053
"3:4","IR_t_IT_t",0.0315675118182366,0.0838793933232969,0.376344064585275,0.714522854301061,1053
"3:5","(Intercept)",-32.5728703475098,212.878052220029,-0.153011877024517,0.881432381466229,1053
"3:5","IR_t",0.229746865856675,1.16950917269045,0.196447254302542,0.848195001710695,1053
"3:5","IT_t",28.942332363707,33.8194903297249,0.855788543278807,0.41215060352287,1053
"3:5","IR_t_squared",-0.00104656742238938,0.00142163548317902,-0.736171427044773,0.47853946991964,1053
"3:5","IT_t_squared",-1.86808849592935,1.64701360529727,-1.13422772581904,0.283156455204942,1053
"3:5","IR_t_IT_t",0.00269667771186,0.090292939675065,0.0298658756882262,0.97676167482612,1053
"3:6","(Intercept)",-204.973687404418,260.1256778395,-0.787979445577413,0.448983815320494,1053
"3:6","IR_t",-0.196273901313809,0.593390844235269,-0.330766649368776,0.747646870606336,1053
"3:6","IT_t",63.1629579808358,41.5962032516513,1.5184789245958,0.159855523471291,1053
"3:6","IR_t_squared",-0.000620837381506331,0.000477491744349812,-1.30020547758728,0.222698079475294,1053
"3:6","IT_t_squared",-3.54111373570604,1.82547311480408,-1.93983340920695,0.0811033247107453,1053
"3:6","IR_t_IT_t",0.042925243422188,0.0473674088067951,0.906218948924859,0.386134862775625,1053
"3:7","(Intercept)",-230.183720922707,468.513211305143,-0.491306787873669,0.63381340959921,1053
"3:7","IR_t",1.02743169299579,1.05336745528271,0.975378238470483,0.352376815466111,1053
"3:7","IT_t",31.9371935965751,74.4542612968846,0.428950513244989,0.677053025080731,1053
"3:7","IR_t_squared",-0.000875482847472266,0.000514924066705418,-1.70021737976586,0.119927480033697,1053
"3:7","IT_t_squared",-1.12999359130343,3.06357387326571,-0.368848161672981,0.719930285556616,1053
"3:7","IR_t_IT_t",-0.0345983228459502,0.0650701366888656,-0.53170816301467,0.606537243415739,1053
"3:8","(Intercept)",-1096.82758799578,845.423936948694,-1.29736992301691,0.223634352979536,1053
"3:8","IR_t",-0.118163234798694,0.628686708014296,-0.187952494131636,0.85467303016597,1053
"3:8","IT_t",186.524912235086,130.48599622422,1.429463066018,0.183359014541613,1053
"3:8","IR_t_squared",-8.00027551795017e-05,0.00039048062402676,-0.204882778444902,0.841773856237116,1053
"3:8","IT_t_squared",-7.26207812322843,4.82260844059448,-1.50584029632172,0.163024540341764,1053
"3:8","IR_t_IT_t",0.00928180061995203,0.0384975722957159,0.241100933551203,0.814348357570448,1053
"3:9","(Intercept)",-1177.53415759679,871.211985864999,-1.35160463435045,0.206282362764124,1053
"3:9","IR_t",0.366679844264172,0.862574572316394,0.425099296956406,0.67976655173844,1053
"3:9","IT_t",184.480031416811,128.657457483557,1.43388525644064,0.182124856069971,1053
"3:9","IR_t_squared",-0.000180427648060726,0.000348195859765996,-0.518178614133957,0.615603960213758,1053
"3:9","IT_t_squared",-6.78434955992253,4.70135534731254,-1.4430624912879,0.179586333251211,1053
"3:9","IR_t_IT_t",-0.0189641589002961,0.0476229755137758,-0.398214489869714,0.698841250554587,1053
"3:10","(Intercept)",406.545563060803,786.086039301473,0.517176928141435,0.616277963795356,1054
"3:10","IR_t",-0.760106055492197,1.14790136693548,-0.662170180632704,0.522828652144745,1054
"3:10","IT_t",-15.0603361041223,112.221697382378,-0.1342016424222,0.895905662718996,1054
"3:10","IR_t_squared",-0.00013933929718671,0.000175810963373932,-0.792551809697726,0.446433815779611,1054
"3:10","IT_t_squared",-1.07898001512309,4.78616921475381,-0.225437080619096,0.826179654737896,1054
"3:10","IR_t_IT_t",0.072772255973781,0.0759560635470838,0.958083562725322,0.360610695041039,1054
"3:3","(Intercept)",78.9907102632393,7.71428638443541,10.2395356260838,1.2789890466941e-06,1054
"3:3","IR_t",-0.0744285852124133,0.262191347368833,-0.283871248839163,0.782299748306442,1054
"3:3","IT_t",4.33770035764088,3.57107628907983,1.21467591462701,0.252392745946626,1054
"3:3","IR_t_squared",0.00204221195063641,0.00263152054398105,0.776057764514689,0.455677313984536,1054
"3:3","IT_t_squared",-0.242627286329193,0.515106991395417,-0.471023089148761,0.647731231986514,1054
"3:3","IR_t_IT_t",-0.0313334002828914,0.0493308709311898,-0.635168195724689,0.539579635474923,1054
"3:4","(Intercept)",72.9442782829286,18.480130837808,3.94717325992594,0.00274281297557313,1054
"3:4","IR_t",0.429949980739034,0.288649167036838,1.48952441177204,0.167196343282261,1054
"3:4","IT_t",0.403438678178637,6.56171861262474,0.0614836907822322,0.952185497007514,1054
"3:4","IR_t_squared",-0.00418576292111083,0.00150307657984093,-2.78479684751247,0.0192912245746938,1054
"3:4","IT_t_squared",-0.259707109305268,0.54609779139465,-0.475568869527957,0.644599446555702,1054
"3:4","IR_t_IT_t",0.0397311355060785,0.0284777368441915,1.3951647816488,0.193175766769998,1054
"3:5","(Intercept)",-27.0313042888154,104.100150000332,-0.259666333705851,0.800388832228235,1054
"3:5","IR_t",0.752231382937258,1.05095115962978,0.715762455795042,0.490513412425971,1054
"3:5","IT_t",18.2989258831409,22.772431303268,0.803556091110696,0.440335904920133,1054
"3:5","IR_t_squared",-0.00169048070417525,0.00245097882059185,-0.689716569548751,0.506062133586252,1054
"3:5","IT_t_squared",-0.860501682691765,1.63153006765113,-0.527420057866667,0.609403412755388,1054
"3:5","IR_t_IT_t",-0.0405578704690527,0.0744554089038348,-0.544726985804839,0.597878390346773,1054
"3:6","(Intercept)",-129.350098555099,348.110832244188,-0.371577344264785,0.717959598992872,1054
"3:6","IR_t",0.198380959845804,1.550157497634,0.127974712342837,0.900706010605792,1054
"3:6","IT_t",41.4648123702544,43.0303441054186,0.963617959193426,0.357960736611213,1054
"3:6","IR_t_squared",8.4455930770777e-05,0.00127623072474104,0.0661760676447543,0.948541986326207,1054
"3:6","IT_t_squared",-1.85484795770151,1.73100642093992,-1.07154308341291,0.309104547405526,1054
"3:6","IR_t_IT_t",-0.0264680692393638,0.135005427756285,-0.196051889759163,0.848496244364993,1054
"3:7","(Intercept)",9.01686469156827,292.52112701767,0.0308246613962471,0.976015909520814,1054
"3:7","IR_t",0.243520942962617,0.548123790037413,0.444280922282165,0.666299659817403,1054
"3:7","IT_t",5.76988526408167,52.2652779097178,0.11039614625313,0.914279369584655,1054
"3:7","IR_t_squared",-0.000867429462031606,0.000486227716864925,-1.78399838582748,0.104744268781274,1054
"3:7","IT_t_squared",-0.55401926724341,2.4421758668951,-0.226854779278354,0.825106901750843,1054
"3:7","IR_t_IT_t",0.0271660230204709,0.0584484867446629,0.464785737552932,0.652040161288965,1054
"3:8","(Intercept)",1501.23405732978,693.586600497851,2.16445077839191,0.0556894652478351,1054
"3:8","IR_t",2.14502806539439,0.778549618680153,2.75515909831255,0.0202977279376636,1054
"3:8","IT_t",-294.226442929244,131.850206891647,-2.2315205251899,0.0497141281990803,1054
"3:8","IR_t_squared",-0.00149560079094441,0.000336395164415689,-4.44596400052966,0.00124291252018037,1054
"3:8","IT_t_squared",12.6724211106425,5.79086634621008,2.18834632903178,0.0534853257454728,1054
"3:8","IR_t_IT_t",-0.0665797317116197,0.0450240169249187,-1.47876036522123,0.16999903442161,1054
"3:9","(Intercept)",-561.794030619402,659.351263874921,-0.852040575940982,0.414131139054872,1054
"3:9","IR_t",0.355527517103765,0.764870130405393,0.464820762336907,0.652015927498321,1054
"3:9","IT_t",87.6009777818817,113.157745602429,0.77414919602288,0.456754892885393,1054
"3:9","IR_t_squared",-0.000451901521531038,0.000228707520168333,-1.97589270872436,0.0763926061780418,1054
"3:9","IT_t_squared",-3.59368349105569,4.92800810622031,-0.729236521855476,0.482587374432878,1054
"3:9","IR_t_IT_t",0.00888463383555983,0.0507930316017597,0.174918360951939,0.864634636442918,1054
"3:10","(Intercept)",1779.78381717481,2353.56635412264,0.756207197667164,0.466965643056723,1055
"3:10","IR_t",-1.42329257742224,1.16402252074723,-1.22273628907848,0.249463976343365,1055
"3:10","IT_t",-212.716471580521,351.529952581525,-0.605116207078226,0.558582825570683,1055
"3:10","IR_t_squared",-0.000102548897854742,0.000276319584201671,-0.371124247856051,0.718286620903042,1055
"3:10","IT_t_squared",6.33522345344918,13.1583488040735,0.481460367693548,0.640551368127948,1055
"3:10","IR_t_IT_t",0.115303231228111,0.0865710853173171,1.33189079015793,0.212454978334033,1055
"3:3","(Intercept)",80.3924886039201,22.1895942238915,3.62298146567105,0.00466654135178256,1055
"3:3","IR_t",0.713923473475768,0.791483386185151,0.90200689734852,0.388262580019104,1055
"3:3","IT_t",0.359585033025755,4.99878720472223,0.0719344549586075,0.944072454558591,1055
"3:3","IR_t_squared",-0.00770542403492449,0.00700764296490808,-1.09957428960218,0.297283622673401,1055
"3:3","IT_t_squared",0.31485629770209,0.676732820965277,0.465259387379773,0.651712477024181,1055
"3:3","IR_t_IT_t",-0.0287172234536924,0.0734152545301014,-0.391161532265994,0.70388261780578,1055
"3:4","(Intercept)",67.8194653777785,50.0861561602525,1.35405610206516,0.205525389603531,1055
"3:4","IR_t",0.693055464054796,0.788305045616427,0.879171670800168,0.39994117156546,1055
"3:4","IT_t",3.10950651344863,12.8466741228937,0.242047590193578,0.813634857476205,1055
"3:4","IR_t_squared",-0.00720197796572047,0.00283990858595528,-2.5359893629456,0.0295657575254185,1055
"3:4","IT_t_squared",-0.625538672484403,1.13354101157243,-0.551844764413656,0.593171906826631,1055
"3:4","IR_t_IT_t",0.0630396266066927,0.0848734446496911,0.742748534207421,0.474720281477447,1055
"3:5","(Intercept)",-430.754676365605,342.184320321936,-1.25883814886766,0.236681727737478,1055
"3:5","IR_t",3.28578658519793,1.70343891865322,1.92891365180018,0.0825826983164342,1055
"3:5","IT_t",77.2700039270835,58.8333523076876,1.3133707479896,0.218393405412611,1055
"3:5","IR_t_squared",-0.00488168125994056,0.00181464411873587,-2.6901590287253,0.0226935031680384,1055
"3:5","IT_t_squared",-2.5561496832265,2.66865763372781,-0.957840995008359,0.360727165029985,1055
"3:5","IR_t_IT_t",-0.256202660439853,0.166326147972064,-1.54036309722561,0.154495368747827,1055
"3:6","(Intercept)",129.411398327093,580.816476801654,0.222809447555128,0.828168939134846,1055
"3:6","IR_t",-0.297381890402158,1.20946242009331,-0.245879396880487,0.81074863757915,1055
"3:6","IT_t",2.9586225913528,108.734041335762,0.0272097179044124,0.978827815042339,1055
"3:6","IR_t_squared",0.00100169320947629,0.00239143434343703,0.418867117228328,0.68416784314051,1055
"3:6","IT_t_squared",-0.0570757331759201,5.25425453296737,-0.0108627651777818,0.991546596867062,1055
"3:6","IR_t_IT_t",-0.0193415258537358,0.0992598656738223,-0.194857465526842,0.849406474935161,1055
"3:7","(Intercept)",1205.12035279681,1439.1018796553,0.837411422939334,0.42192374741002,1055
"3:7","IR_t",-1.00374403452837,1.48649774151342,-0.675240874235333,0.514832044239364,1055
"3:7","IT_t",-166.083216961701,227.632270021477,-0.729611917264767,0.482367706670952,1055
"3:7","IR_t_squared",-0.000269989409720197,0.000728181330820078,-0.3707722215511,0.718540736754383,1055
"3:7","IT_t_squared",6.11178051014218,8.91130211920664,0.685845954764499,0.508398169559898,1055
"3:7","IR_t_IT_t",0.0910770702188792,0.13977989259083,0.651574904879086,0.52936460472283,1055
"3:8","(Intercept)",-167.725431471239,1419.34909641668,-0.11817066843857,0.908272399876978,1055
"3:8","IR_t",-1.75298500859278,1.14604772566175,-1.52959162986041,0.157113670573733,1055
"3:8","IT_t",93.5809285412287,215.223490240274,0.434808154243551,0.67293507811716,1055
"3:8","IR_t_squared",-0.000237029424419004,0.00044858675356815,-0.528391492913298,0.608753495763965,1055
"3:8","IT_t_squared",-5.69155639243503,8.2074345318801,-0.693463514125802,0.503806965477175,1055
"3:8","IR_t_IT_t",0.143838151179543,0.0984732605071371,1.46068232572758,0.174797566237879,1055
"3:9","(Intercept)",189.551568825179,1795.69308082093,0.105559001618764,0.918019664893166,1055
"3:9","IR_t",-1.59566487283241,1.18693955455635,-1.34435226015265,0.208535473832785,1055
"3:9","IT_t",41.12667345675,262.8847275804,0.156443753257488,0.878796533923416,1055
"3:9","IR_t_squared",-7.91019076722786e-05,0.000300059450876447,-0.263620783952077,0.797424749801413,1055
"3:9","IT_t_squared",-3.5780304291626,9.68088696566789,-0.369597376960567,0.719389077564758,1055
"3:9","IR_t_IT_t",0.121263956242476,0.0902564546285457,1.34354885466688,0.208786332443265,1055
"3:10","(Intercept)",31.8637546651917,1292.62751342811,0.0246503763336178,0.980818800588299,1056
"3:10","IR_t",1.01615940378233,1.05055658624452,0.967258134485495,0.35622549661062,1056
"3:10","IT_t",-35.0915247662906,175.703100296804,-0.199720578105979,0.845701926349778,1056
"3:10","IR_t_squared",-0.000402502486701514,0.000149013484677672,-2.70111451706641,0.0222707171133334,1056
"3:10","IT_t_squared",2.40262253273828,6.12156317236599,0.392485132487764,0.702935367768643,1056
"3:10","IR_t_IT_t",-0.0463444825853667,0.0722340553607688,-0.641587715848181,0.535569201305708,1056
"3:3","(Intercept)",80.7160008160992,11.2819131644785,7.15446038622567,3.08840873634375e-05,1056
"3:3","IR_t",-0.198676290923129,0.403355170245948,-0.492559177565481,0.632958885615021,1056
"3:3","IT_t",2.13282113093692,3.19794862125623,0.666934145458254,0.519905554096857,1056
"3:3","IR_t_squared",0.00382356645781188,0.00336186437106464,1.13733513187536,0.281915711416895,1056
"3:3","IT_t_squared",0.00451185008571842,0.461417089925531,0.00977824658910359,0.992390537931421,1056
"3:3","IR_t_IT_t",-0.0397330280080944,0.0413709844734374,-0.960408085855566,0.359495947338529,1056
"3:4","(Intercept)",93.801696793076,36.4213911040342,2.57545617972528,0.0276308456473048,1056
"3:4","IR_t",-0.428413402116218,0.612755801573293,-0.699158459236514,0.500391122550258,1056
"3:4","IT_t",0.220027928839364,10.0888207013286,0.0218090830784998,0.983029285692357,1056
"3:4","IR_t_squared",0.00141517416245549,0.00260320933257368,0.543626724423412,0.598607662622038,1056
"3:4","IT_t_squared",-0.251389098260196,0.847742226143953,-0.296539550004092,0.772885543970652,1056
"3:4","IR_t_IT_t",0.0443475303007946,0.047866852092079,0.926476849062175,0.376016702465058,1056
"3:5","(Intercept)",278.30184322656,342.76813993347,0.811924478396907,0.435735764622733,1056
"3:5","IR_t",-1.31014413128387,1.09222399204287,-1.19951964141843,0.25797472064949,1056
"3:5","IT_t",-16.9101637729181,61.3531242885425,-0.275620255186841,0.788451313160564,1056
"3:5","IR_t_squared",0.000511180669109394,0.00125769169237639,0.406443544318502,0.69297858935154,1056
"3:5","IT_t_squared",-0.461061919454801,2.76336254325083,-0.166848146864003,0.870815078392227,1056
"3:5","IR_t_IT_t",0.133688393346885,0.105417269451843,1.26818304099555,0.233461501584561,1056
"3:6","(Intercept)",-159.650778252548,352.66347851524,-0.452700061046012,0.660427491997575,1056
"3:6","IR_t",0.048891472490929,0.510557052745508,0.0957610363582608,0.925602219847557,1056
"3:6","IT_t",48.5548654829519,61.1130898051004,0.79450843735444,0.44534552375217,1056
"3:6","IR_t_squared",-0.000779019883861304,0.000411991051355856,-1.89086603045761,0.0879364337611154,1056
"3:6","IT_t_squared",-2.72279611973326,2.65295111874941,-1.02632728529758,0.328922918124218,1056
"3:6","IR_t_IT_t",0.0285711513964726,0.0506652771694414,0.563919768975529,0.585232684546951,1056
"3:7","(Intercept)",218.193916667363,428.791083266105,0.508858334938727,0.62188969969751,1056
"3:7","IR_t",-0.0407762098462201,0.517566791047236,-0.0787844400984735,0.938758312452052,1056
"3:7","IT_t",-24.5076478842981,65.5756701745241,-0.373730803193822,0.716406159639676,1056
"3:7","IR_t_squared",-0.000627319314254636,0.000158457155530434,-3.95892070733372,0.00269114125834635,1056
"3:7","IT_t_squared",0.679057367508409,2.53507342306164,0.267864970430837,0.79424724847103,1056
"3:7","IR_t_IT_t",0.0373548794809328,0.0436453679081478,0.855872713905094,0.412106199919752,1056
"3:8","(Intercept)",-427.75739320159,743.113455085531,-0.575628647650252,0.577589019142807,1056
"3:8","IR_t",0.214314717742634,0.625357715290288,0.34270740170392,0.73891319024554,1056
"3:8","IT_t",71.8384278742038,114.775216978212,0.625905398095139,0.545396851809591,1056
"3:8","IR_t_squared",-0.000454970231944901,0.000179429364582844,-2.53565091200464,0.0295829181829516,1056
"3:8","IT_t_squared",-2.87063727701775,4.42209409543111,-0.649157891050687,0.530862305328432,1056
"3:8","IR_t_IT_t",0.0104047690524036,0.0469159890922839,0.221774479313169,0.828952826377019,1056
"3:9","(Intercept)",-353.27935402671,869.287288189019,-0.406401150490415,0.693008738185569,1056
"3:9","IR_t",0.664217879843941,0.616413640874493,1.07755220812704,0.30654063168824,1056
"3:9","IT_t",43.2853510468984,128.138680876581,0.337800816668226,0.742497327486919,1056
