District,Std_Without,Std_With,Hedging_Effectiveness
1003,132.71674687830787,126.6172124277755,4.595904129661366
1051,113.35668723624696,99.020040818315607,12.647375966494423
1053,141.7716757020678,112.47801067373867,20.662565271422455
1054,110.24980177831085,104.32916620926423,5.370200647572842
1055,150.7658778683408,148.3493072522598,1.6028630949181486
1056,125.32646322430774,105.26498239286724,16.00737810300664
1057,139.5209623999912,118.32276531781659,15.193557095314258
1058,118.05645229894006,117.89832887206025,0.13393882655343098
1059,124.22461326635919,123.79193004427106,0.348307159677271
1060,172.00891759828423,135.53707182604896,21.20346217014918
1061,161.99056510894007,143.6447980850924,11.325207126421219
1062,152.35443753069327,132.24663847536738,13.19803963785104
3101,128.69477323816804,105.22704377811992,18.235184591854196
3102,117.46248542557363,110.0959391081668,6.271403410814432
3103,113.92203126631459,107.757136991391,5.411503118753188
3151,114.15771189154827,106.77250583861611,6.469301049015621
3153,112.44959397131561,105.15827666131054,6.48407615581519
3154,103.81663835821304,98.45714435014223,5.162461521416443
3155,101.84594348289754,86.97432503377087,14.602072444469998
3157,105.62185157159367,103.30654478985255,2.1920717609951472
3158,121.43141357952463,115.75907958931776,4.671224539844537
3159,102.88150260073574,100.01643377192934,2.7848240513410922
3241,88.29502346467454,88.09218811189953,0.22972455843580192
3251,102.40716641589755,102.40131562456226,0.005713263573302949
3252,95.01294921034216,94.54315718792276,0.49445052103304366
3254,87.03931948984244,78.92517604177782,9.322388428153499
3255,106.11077541335546,95.2239102120574,10.259905423259957
3256,98.62688334144548,98.399632733278,0.23041446760589684
3257,93.3340253195636,93.07653733769011,0.2758779351815975
3351,114.01279102647668,114.01216770302972,5.467136111195478e-4
3352,122.8953728129072,117.00902780980033,4.789720612238258
3353,125.13544862252573,120.881567227418,3.3994215403659656
3354,136.97130702822258,117.91322663740074,13.913921684995657
3355,134.6415961132425,99.43042726189755,26.151776173040936
3357,166.47972599877582,157.40614371865792,5.450262622479704
3358,133.98776367895042,131.5253630487253,1.8377802290403957
3359,111.00257039949177,106.82720561861646,3.761502788492572
3360,105.75158698109263,105.1940639532435,0.5272006253190402
3361,148.12676542507137,130.1303976471081,12.149301799927956
3452,131.82584161554618,116.59970899239752,11.550188063698313
3453,104.53734125970038,97.9273467021021,6.323094195764158
3454,134.55206896493678,134.55073625640622,9.904779174388437e-4
3455,140.47959712300977,134.94205531943004,3.9418833175687618
3456,110.29254446564329,110.25819822522536,0.03114103549277624
3457,102.57344746809493,86.64634039759848,15.527514638182083
3458,125.21381067723239,122.00333698100948,2.563993283854802
3459,71.33302752362525,71.32359352498639,0.01322528843421126
3460,122.84431671436671,115.79256178101842,5.740399818206312
3462,152.56280367988347,148.6021050569508,2.5961102755054632
5158,88.75584558489778,87.5294170327201,1.3818003130898708
5162,99.91601555659649,90.25549583867492,9.668639871302176
5166,91.28897345523046,86.30474580096957,5.459835361940217
5334,146.68175738153298,141.0411969624246,3.8454409872092974
5370,126.53097210549221,109.39082336023112,13.54620806277446
5382,90.26114339982149,88.84586930447674,1.5679771405904386
5558,125.46945332489126,123.03698019042794,1.938697483733083
5570,98.14244885199606,98.11575317834965,0.02720094511466053
5754,107.9474463274951,107.83576078201042,0.10346288799258836
5762,96.79310686848976,80.67469076260963,16.65244212873526
5766,101.11068460442974,77.69247046718893,23.160968822294812
5915,86.75516977306327,82.60772599244741,4.780630124365919
5974,89.66265596395078,88.44388057232442,1.3592898610056559
6432,70.86296967096582,64.51722710422263,8.954948679413295
6433,80.29277407480357,71.66658728822394,10.743416062002265
6434,95.5759103294033,89.51111244106322,6.3455298175426185
6435,94.61557571894515,90.06525090031327,4.809276679929089
6437,100.6023558762079,93.16411548056995,7.393703985213597
6439,114.63122443595505,114.60329551188208,0.024364150527390355
6440,80.04418074156452,79.24418533966758,0.9994423010960032
6531,124.49039323515353,123.51122914920985,0.7865378689053605
6533,110.70499841700847,109.56018063696725,1.0341157096889813
6534,88.54092998355587,74.90742418543564,15.397969956552624
6535,88.3535954859457,88.24939088820985,0.11794041562511626
6631,97.619449042558,96.21991477574733,1.4336633534988885
6632,109.75658829660227,103.57224248887341,5.634600987246893
6633,101.1147491811199,99.61134356672477,1.4868311760356419
6634,97.4097432015311,96.15171630070702,1.2914795373408845
6635,76.29534357338203,75.47982265850521,1.0688999835126678
6636,76.06562780476695,75.39421850429748,0.8826710826507985
7133,76.14726701930816,72.19556154332102,5.189556540466688
7137,107.08284262342751,105.86438638977293,1.137863175653132
7140,101.44434208558147,100.72635379991668,0.7077657273966759
7141,121.12398055986544,118.52262541046983,2.147679705844787
7231,76.58993657337588,76.52159540924697,0.08922995263671032
7232,75.22432981475096,70.94727032212889,5.6857395780791276
7235,69.36558586187238,59.92470118881846,13.610329323612348
7331,106.39924870735803,103.68870556186424,2.5475209443902207
7332,95.79431560359303,90.06083351762969,5.985200739560683
7333,107.13024596256652,103.82612577352303,3.0842085345328285
7334,92.4416787419369,73.7512508066372,20.218615877234857
7336,102.46408288933728,88.9066239546812,13.231425639458793
7337,97.82705828825341,97.81560783837804,0.011704788098226839
7339,73.11594102090542,72.45330033363571,0.9062875728840738
7340,116.40371343716144,107.39317771860817,7.740763118710517
8115,89.22656774838359,79.15392628971183,11.288836624396804
8116,124.62924970629072,99.48923672298564,20.17184011181296
8117,104.59284420467546,87.03765742446932,16.78430958991112
8118,72.45074075048598,72.0261053575836,0.5861022102793694
8119,71.35279837045006,68.38125622257206,4.164576885198419
8125,87.67345188086229,87.43129630543946,0.2762017124087784
8126,131.52881989413984,100.06479993478433,23.92176861670251
8127,112.0760134208641,111.21335669867612,0.769706822947528
8128,123.74439132467295,90.94110705721945,26.50890591185361
8135,94.92795931032921,92.18073917876403,2.8940052556952605
8136,100.52461854358528,93.80723599696216,6.6823258261961005
8215,93.33986038801908,90.37066625694317,3.181056966158725
8225,97.08282520106039,96.47748746418036,0.6235271126755584
8226,88.17657578771731,68.3635817583995,22.46967956321761
8236,83.61735142195992,82.56592982711561,1.2574203523124092
8237,112.72673799424717,111.2990035987871,1.2665445845979684
8315,147.63290307579894,143.1818839988297,3.014923492145888
8317,126.16563827902159,105.84579745157218,16.10568543434233
8325,102.71436182681661,100.9674263821069,1.7007703826804395
8327,85.89811675901353,84.12147964012148,2.0683074157218084
8337,152.30977556720822,134.29752179285745,11.826065469056305
8415,82.2593431131793,78.04204570244171,5.126830887690259
8416,133.34927277274363,111.60710583696121,16.304676046367224
8417,110.06708314549267,108.97408314473003,0.9930307677163174
8425,76.05935845011557,71.59071673866437,5.875203002641694
8426,124.82394642054867,98.00755217187508,21.483373196938953
8436,127.44309044416981,119.16863505033407,6.492666934705735
8437,129.02761716840644,112.15986027955661,13.07298178407347
9171,100.52565591946768,100.28990238101359,0.234520766164367
9174,107.8274386121041,102.89610260131937,4.573359132200669
9175,103.73508582621682,98.88040842033004,4.6798798759559705
9176,82.0068779516241,81.80197866112171,0.24985622623417844
9177,95.61279822447256,94.99550347548447,0.6456193736102656
9178,115.25732778371687,110.5970409934818,4.0433757053436254
9179,104.46877398177361,97.40027543842486,6.766135251651345
9181,97.26937506476634,93.35158231978673,4.02777620640717
9183,104.30930535821676,90.62765144829356,13.116427017645222
9184,76.85312704929397,75.01238476930233,2.3951429833310276
9185,83.90272313232522,83.86798004458696,0.041408772494152854
9186,81.36920379044032,69.01354312466499,15.184689157824769
9187,81.02904132010252,79.65050036468831,1.7012924415189972
9189,99.22072901700867,94.26953751392006,4.990077730874022
9271,111.03254650918234,110.96121854909956,0.06424058740009571
9273,80.11058709500182,73.34667454570214,8.44321929794181
9274,89.49572784195236,83.82470471291417,6.336641162417386
9275,131.5160278012815,108.77714325907303,17.289820048828222
9277,106.01271932567094,104.14060995681368,1.765929013768762
9278,104.4176014010706,103.24106932529402,1.1267564663331893
9279,99.47995032993853,95.88147764367494,3.6172843616515444
9371,81.17331426657191,78.91295008359064,2.7846148742408894
9372,86.04335979438424,78.93788495970936,8.258016483380777
9373,64.37227609314253,60.092223804802934,6.648906249868558
9374,88.39526914854183,63.05593391681754,28.66594046921604
9375,72.60322814623954,66.01268444215556,9.077480261358515
9376,126.19608073215595,125.43066332117871,0.6065302555645852
9377,84.23717478457026,80.78806126102955,4.094526593943269
9471,83.45677119816875,83.30772859181486,0.17858659544830083
9472,71.17124424824368,70.27509094513985,1.2591508165546013
9473,82.90750546690622,78.86469830130972,4.876286100792464
9474,74.00949509830393,73.95901714139839,0.06820470378630578
9475,143.7645465035542,143.6234591565906,0.09813778876289181
9476,142.68319317875617,142.22887200239185,0.31841253776479134
9477,108.41021874994867,108.3427326194361,0.06225070965701293
9478,85.98362561854343,69.47211443828597,19.203087868740145
9563,95.50344389642956,94.80135836991838,0.7351415801011038
