"district_no","accumulation_period","Year","stations_rain","stations_temp","Y_t","IR_t","IT_t","prediction"
5754,"3:10",2014,3031,4371,80.8967647058823,506.2,13.9477551020408,70.6076081317876
5754,"3:10",2015,3031,4371,78.9829411764706,478.7,12.7718367346939,71.8509395266339
5754,"3:10",2016,3031,4371,74.3691176470588,379.4,13.4330612244898,72.9448528188217
5754,"3:10",2017,3031,4371,67.855294117647,575,13.6424489795918,69.7113185957278
5754,"3:10",2018,3031,4371,59.0414705882353,282.8,14.7436734693878,57.8629233858564
5754,"3:10",2019,3031,4371,62.7276470588235,453.5,14.0861224489796,69.5734161491099
5754,"3:10",2020,3031,4371,67.0138235294118,403.6,13.6248979591837,70.8763377441253
5754,"3:10",2021,3031,4371,74.2,427,12.9142857142857,74.8369016659659
5762,"3:8",2006,3028,3031,80.9316176470588,542.7,13.4478260869565,78.770822178196
5762,"3:8",2007,3028,3031,72.3561764705883,652.7,14.2369565217391,72.3957304881421
5762,"3:8",2008,3028,3031,91.6807352941177,445.2,13.7027173913043,85.1347268733792
5762,"3:8",2009,3028,3031,87.7052941176471,384.2,14.1059782608696,85.8009675505076
5762,"3:8",2010,3028,3031,81.2298529411765,410.4,13.2451086956522,85.8842046429565
5762,"3:8",2011,3028,3031,81.8544117647059,315.1,13.8657608695652,84.7136201916421
5762,"3:8",2012,3028,3031,76.5789705882353,363.5,13.9663043478261,85.7146134664751
5762,"3:8",2013,3028,3031,89.6035294117647,354.4,12.4809782608696,87.7836959642893
5762,"3:8",2014,3028,3031,93.7280882352941,416,13.8983695652174,85.8733844221869
5762,"3:8",2015,3028,3031,87.2526470588235,407.9,13.666847826087,85.9749599326869
5762,"3:8",2016,3028,3031,86.177205882353,321.1,13.7141304347826,85.3415874130927
5762,"3:8",2017,3028,3031,82.1017647058824,484.8,14.3722826086957,84.9677311533906
5762,"3:8",2018,3028,3031,76.8263235294118,273.3,15.3114130434783,76.0934571460647
5762,"3:8",2019,3028,3031,82.8508823529412,391.6,14.5396739130435,85.487356106986
5762,"3:8",2020,3028,3031,87.6754411764706,320,14.1701086956522,83.9863432865643
5762,"3:8",2021,3028,3031,76.4,501.5,13.1641304347826,81.0297403599114
5766,"3:8",2006,3028,4371,77.3602941176471,542.7,13,74.6362423470237
5766,"3:8",2007,3028,4371,69.9229411764706,652.7,14.1119565217391,70.2198679587581
5766,"3:8",2008,3028,4371,90.3855882352941,445.2,13.2690217391304,82.5220967840771
5766,"3:8",2009,3028,4371,83.9482352941177,384.2,13.9733695652174,84.2360520470042
5766,"3:8",2010,3028,4371,77.3108823529412,410.4,13.079347826087,83.6429439040275
5766,"3:8",2011,3028,4371,87.0735294117647,315.1,13.7521739130435,83.3624177014311
5766,"3:8",2012,3028,4371,74.5361764705882,363.5,13.5788043478261,84.4222174287014
5766,"3:8",2013,3028,4371,87.0988235294118,354.4,12.2364130434783,85.3611757258039
5766,"3:8",2014,3028,4371,89.4614705882353,416,13.8989130434783,84.1236076802032
5766,"3:8",2015,3028,4371,88.2241176470588,407.9,13.341847826087,83.9263760327251
5766,"3:8",2016,3028,4371,82.7867647058823,321.1,13.4766304347826,84.14011837304
5766,"3:8",2017,3028,4371,80.1494117647059,484.8,13.9695652173913,82.4210868414075
5766,"3:8",2018,3028,4371,75.7120588235294,273.3,15.1684782608696,75.7422053623899
5766,"3:8",2019,3028,4371,82.7747058823529,391.6,14.495652173913,84.0565549749582
5766,"3:8",2020,3028,4371,84.3373529411765,320,13.9184782608696,83.1068960721538
5766,"3:8",2021,3028,4371,72.6,501.5,12.866847826087,77.7624937074724
5915,"3:6",2006,6337,3031,88.9742647058824,250.7,10.5975409836066,92.9998660741088
5915,"3:6",2007,6337,3031,81.5226470588236,247.2,12.5975409836066,82.3295596844127
5915,"3:6",2008,6337,3031,103.471029411765,218.6,11.4491803278689,93.7173069995072
5915,"3:6",2009,6337,3031,96.2194117647059,191.8,11.7049180327869,94.7986045178253
5915,"3:6",2010,6337,3031,87.1677941176471,115.5,10.3655737704918,88.7714165056652
5915,"3:6",2011,6337,3031,90.6161764705882,98.8,12.1196721311475,89.2443541121473
5915,"3:6",2012,6337,3031,90.5645588235294,219.6,11.7286885245902,92.4336223067698
5915,"3:6",2013,6337,3031,98.8129411764706,191.9,9.3516393442623,95.7042645625777
5915,"3:6",2014,6337,3031,93.2613235294118,196.5,11.7770491803279,94.2946643838109
5915,"3:6",2015,6337,3031,91.2097058823529,163.2,10.7459016393443,95.8469559669575
5915,"3:6",2016,6337,3031,88.5580882352941,279.3,11.2180327868852,84.7521584403161
5915,"3:6",2017,6337,3031,94.9064705882353,130.2,12.366393442623,92.5364929449746
5915,"3:6",2018,6337,3031,88.7548529411765,138.9,12.7008196721311,92.1522031453634
5915,"3:6",2019,6337,3031,90.5032352941176,194.2,12.1713114754098,92.8793536579864
5915,"3:6",2020,6337,3031,97.6516176470588,153.6,11.6188524590164,94.9979928160362
5915,"3:6",2021,6337,3031,86.3,257.3,10.8532786885246,91.0353015286
5974,"3:6",2006,3031,2483,83.3647058823529,287.2,5.89016393442623,82.6757563818678
5974,"3:6",2007,3031,2483,79.2270588235294,266.4,8.8327868852459,79.810406566331
5974,"3:6",2008,3031,2483,93.4894117647059,197,6.85737704918033,88.9911095834144
5974,"3:6",2009,3031,2483,90.1517647058823,201,7.5016393442623,87.6589909469244
5974,"3:6",2010,3031,2483,86.5141176470588,175.8,6.19180327868852,91.5362655604176
5974,"3:6",2011,3031,2483,89.0764705882353,149.3,8.66229508196721,89.4864658880705
5974,"3:6",2012,3031,2483,84.5388235294118,203.1,7.44344262295082,87.5950863591901
5974,"3:6",2013,3031,2483,98.1011764705882,216.4,4.73688524590164,95.9211523077017
5974,"3:6",2014,3031,2483,94.0635294117647,186.5,8.13032786885246,88.0673118491888
5974,"3:6",2015,3031,2483,95.8258823529412,163.8,6.56065573770492,90.7874907705386
5974,"3:6",2016,3031,2483,90.6882352941176,205.5,6.55901639344262,89.2091686808737
5974,"3:6",2017,3031,2483,87.5505882352941,171.9,8.07950819672131,88.7198047555952
5974,"3:6",2018,3031,2483,85.3129411764706,157.9,8.70245901639344,89.3641488051235
5974,"3:6",2019,3031,2483,85.1752941176471,223.5,8.02213114754098,85.354551043007
5974,"3:6",2020,3031,2483,91.6376470588235,178,7.81065573770492,88.5884420287042
5974,"3:6",2021,3031,2483,78.6,205.1,6.44344262295082,89.5514955318742
6432,"3:6",2006,917,4411,67.5691176470588,281.2,11.222131147541,70.5047752620681
6432,"3:6",2007,917,4411,70.3911764705882,307.4,13.3024590163934,69.4926278415177
6432,"3:6",2008,917,4411,71.1132352941176,242,12.2139344262295,70.4044633525159
6432,"3:6",2009,917,4411,70.135294117647,248.3,12.4368852459016,69.9358459666611
6432,"3:6",2010,917,4411,73.2573529411765,257.4,11.3950819672131,71.609212866494
6432,"3:6",2011,917,4411,63.1794117647059,110.6,13.1622950819672,65.7114823544406
6432,"3:6",2012,917,4411,67.9014705882353,200,12.6286885245902,69.9993819074042
6432,"3:6",2013,917,4411,74.3235294117647,312.8,10.3983606557377,69.6796313225925
6432,"3:6",2014,917,4411,77.4455882352941,176.6,12.8459016393443,69.1803296601404
6432,"3:6",2015,917,4411,72.9676470588235,125.9,11.9770491803279,72.3363542441442
6432,"3:6",2016,917,4411,64.1897058823529,302.3,11.6795081967213,68.3906507051132
6432,"3:6",2017,917,4411,64.1117647058824,196.6,13.1450819672131,68.9253665337394
6432,"3:6",2018,917,4411,65.7338235294118,176.3,13.5426229508197,67.6618119862612
6432,"3:6",2019,917,4411,70.8558823529412,269.6,12.733606557377,69.372778080313
6432,"3:6",2020,917,4411,76.9779411764706,196.3,12.416393442623,70.562107081112
6432,"3:6",2021,917,4411,67.4,233.5,11.1532786885246,73.7861220119545
6433,"3:6",2006,1420,5541,69.9948529411764,220.4,10.3803278688525,76.6454657071582
6433,"3:6",2007,1420,5541,65.1485294117647,291.1,12.9860655737705,64.7388518794189
6433,"3:6",2008,1420,5541,77.6022058823529,200.5,11.3901639344262,75.3702777466377
6433,"3:6",2009,1420,5541,76.8558823529412,230.7,11.7401639344262,72.7686499859133
6433,"3:6",2010,1420,5541,79.6095588235294,216.3,10.6008196721311,76.4238694578254
6433,"3:6",2011,1420,5541,68.6632352941176,138.1,12.8508196721311,72.2962380902429
6433,"3:6",2012,1420,5541,72.3169117647059,205.5,11.7852459016393,74.0779157156788
6433,"3:6",2013,1420,5541,78.3705882352941,272,9.40737704918033,73.9310265244094
6433,"3:6",2014,1420,5541,81.2242647058823,143,12.4040983606557,73.8171305659428
6433,"3:6",2015,1420,5541,75.9779411764706,110.3,11.2590163934426,77.4077853752579
6433,"3:6",2016,1420,5541,66.9316176470588,303.4,10.7147540983607,68.2422184417472
6433,"3:6",2017,1420,5541,69.9852941176471,163.4,12.466393442623,73.4177406684853
6433,"3:6",2018,1420,5541,69.5389705882353,146.9,13.016393442623,71.724568687872
6433,"3:6",2019,1420,5541,74.4926470588235,192.3,12.1147540983607,73.7181857868498
6433,"3:6",2020,1420,5541,78.5463235294118,145.2,11.9131147540984,75.3927054840926
6433,"3:6",2021,1420,5541,69.2,247,10.4491803278689,74.4861934118795
6434,"3:4",2006,5300,5541,79.2676470588235,98.1,5.49016393442623,81.8112881064714
6434,"3:4",2007,5300,5541,71.6164705882353,70.8,9.9655737704918,76.6710009108246
6434,"3:4",2008,5300,5541,86.0652941176471,141.2,6.09508196721311,82.6898497324489
6434,"3:4",2009,5300,5541,76.3141176470588,142,8.74918032786885,78.0131539027847
6434,"3:4",2010,5300,5541,79.8629411764706,59.9,7.35245901639344,74.5303824845899
6434,"3:4",2011,5300,5541,71.2117647058823,32,9.85245901639344,75.4549300136827
6434,"3:4",2012,5300,5541,61.6605882352941,61.6,8.29180327868852,74.1389856898019
6434,"3:4",2013,5300,5541,84.2094117647059,83.6,5.14426229508197,82.2547152519142
6434,"3:4",2014,5300,5541,83.8582352941176,61.2,10.1245901639344,76.8419121252831
6434,"3:4",2015,5300,5541,80.2070588235294,61.8,7.71311475409836,74.2905619101783
6434,"3:4",2016,5300,5541,76.1558823529412,106.5,6.29344262295082,79.491607054515
6434,"3:4",2017,5300,5541,76.7047058823529,69.6,8.46885245901639,74.5089029991354
6434,"3:4",2018,5300,5541,73.3535294117647,89.8,8.42131147540984,75.3684542174527
6434,"3:4",2019,5300,5541,78.6023529411765,106.9,8.72950819672131,76.2343193733757
6434,"3:4",2020,5300,5541,80.4511764705882,57,9.03606557377049,74.5073829335625
6434,"3:4",2021,5300,5541,75,76.8,6.23606557377049,77.7337297645672
6435,"3:7",2006,4480,4411,69.9676470588235,395,13.5862745098039,70.6562405902757
6435,"3:7",2007,4480,4411,68.6964705882353,471.9,14.3228758169935,69.6300709740023
6435,"3:7",2008,4480,4411,84.2252941176471,287.5,13.6052287581699,80.5467116401035
6435,"3:7",2009,4480,4411,75.5541176470588,323.8,13.8032679738562,77.1893086782786
6435,"3:7",2010,4480,4411,76.5829411764706,321.8,13.3202614379085,78.5755775504526
6435,"3:7",2011,4480,4411,73.0117647058824,256,13.9522875816993,79.1401156919127
6435,"3:7",2012,4480,4411,68.5405882352941,404.5,13.8771241830065,71.173494248573
6435,"3:7",2013,4480,4411,81.4694117647059,316,12.5045751633987,80.5984054724705
6435,"3:7",2014,4480,4411,83.2982352941176,270.4,14.318954248366,75.3742519525752
6435,"3:7",2015,4480,4411,80.6270588235294,190.5,13.9339869281046,80.1256282839264
6435,"3:7",2016,4480,4411,67.8558823529412,385.2,13.3777777777778,70.888464241061
6435,"3:7",2017,4480,4411,79.7847058823529,411.4,14.4869281045752,73.7370783351004
6435,"3:7",2018,4480,4411,67.6135294117647,338.6,15.1771241830065,72.0132783534826
6435,"3:7",2019,4480,4411,77.9423529411765,333.1,14.2843137254902,75.3417435661766
6435,"3:7",2020,4480,4411,78.0711764705882,256.4,13.8196078431373,80.4751813143678
6435,"3:7",2021,4480,4411,68.9,389.4,12.7228758169935,66.6756255778269
6437,"3:4",2006,4411,3287,80.6602941176471,113.9,4.68360655737705,81.0168850378668
6437,"3:4",2007,4411,3287,72.8429411764706,54.6,9.27540983606557,77.7040438599731
6437,"3:4",2008,4411,3287,71.5255882352941,175.4,5.29016393442623,69.1044275913578
6437,"3:4",2009,4411,3287,76.5082352941177,96.3,7.81475409836066,76.8263646268333
6437,"3:4",2010,4411,3287,78.7908823529412,50.8,6.56065573770492,71.2103422188081
6437,"3:4",2011,4411,3287,68.7735294117647,29.1,9.14590163934426,72.5743628189561
6437,"3:4",2012,4411,3287,58.3561764705882,31.8,7.7983606557377,68.5713285299378
6437,"3:4",2013,4411,3287,82.4388235294118,91.6,4.2327868852459,80.9187993431112
6437,"3:4",2014,4411,3287,82.1214705882353,34.9,9.42131147540984,75.0507564097191
6437,"3:4",2015,4411,3287,78.3041176470588,58.9,7.21311475409836,73.5690134397669
6437,"3:4",2016,4411,3287,71.6867647058824,111.7,5.44590163934426,78.8683442309987
6437,"3:4",2017,4411,3287,77.9694117647059,67.9,7.53934426229508,75.2872575238713
6437,"3:4",2018,4411,3287,73.3520588235294,114.7,7.66393442622951,75.5738364459726
6437,"3:4",2019,4411,3287,77.1347058823529,89.5,7.83114754098361,76.9089657129295
6437,"3:4",2020,4411,3287,79.5173529411765,52.6,8.50655737704918,75.0822124683489
6437,"3:4",2021,4411,3287,68.1,47.3,5.62950819672131,69.8154126827248
6439,"3:3",2006,5541,1580,75.8992647058824,80.9,3.93225806451613,73.007962168961
6439,"3:3",2007,5541,1580,64.0326470588235,64.7,7.7258064516129,73.0147193099114
6439,"3:3",2008,5541,1580,84.1660294117647,86.1,6.05161290322581,81.4529715897593
6439,"3:3",2009,5541,1580,75.7994117647059,81.2,6.13870967741935,78.8302031072178
6439,"3:3",2010,5541,1580,78.0327941176471,33.4,6.36774193548387,74.0687930567841
6439,"3:3",2011,5541,1580,68.0661764705882,12.4,7.74516129032258,76.69476333828
6439,"3:3",2012,5541,1580,56.7995588235294,21.2,8.9741935483871,65.6614284304082
6439,"3:3",2013,5541,1580,82.1329411764706,39.7,2.79354838709677,82.3505781293115
6439,"3:3",2014,5541,1580,81.6663235294118,9.2,8.68064516129032,72.0647548101335
6439,"3:3",2015,5541,1580,78.4997058823529,36,6.8258064516129,71.6547545642777
6439,"3:3",2016,5541,1580,71.9330882352941,73.2,5.83548387096774,74.6376515222738
6439,"3:3",2017,5541,1580,74.2664705882353,62.9,9.39032258064516,72.2899263257081
6439,"3:3",2018,5541,1580,67.5998529411765,53.2,4.84516129032258,72.5985788710657
6439,"3:3",2019,5541,1580,77.5332352941176,68.1,8.35483870967742,75.0574823327234
6439,"3:3",2020,5541,1580,75.9666176470588,53.6,7.63225806451613,69.5027972982385
6439,"3:3",2021,5541,1580,71.5,41.8,6.66774193548387,71.0067527920045
6440,"3:8",2006,7341,1639,77.2433823529412,413.8,12.9565217391304,78.3191302391432
6440,"3:8",2007,7341,1639,76.8938235294118,427.4,14.0695652173913,80.7686428492771
6440,"3:8",2008,7341,1639,87.4442647058824,346.9,13.4853260869565,80.7005354390536
6440,"3:8",2009,7341,1639,80.2947058823529,397.9,13.8239130434783,78.7817878579103
6440,"3:8",2010,7341,1639,82.8451470588235,398,13.2576086956522,78.5913647865825
6440,"3:8",2011,7341,1639,77.0955882352941,372.7,13.9815217391304,78.9881875288885
6440,"3:8",2012,7341,1639,72.3460294117647,334.9,13.7005434782609,80.3307300427465
6440,"3:8",2013,7341,1639,87.3964705882353,354.8,12.6385869565217,86.6787181156529
6440,"3:8",2014,7341,1639,87.6469117647059,476.2,13.9114130434783,82.0914953505245
6440,"3:8",2015,7341,1639,85.7973529411765,188.8,14.1016304347826,87.7213732274554
6440,"3:8",2016,7341,1639,76.4477941176471,479.5,13.4983695652174,78.3473218443144
6440,"3:8",2017,7341,1639,82.5982352941176,462.8,14.2086956521739,84.466836449491
6440,"3:8",2018,7341,1639,74.6486764705882,215.3,15.4059782608696,74.5343033233507
6440,"3:8",2019,7341,1639,82.0991176470588,381.6,14.4782608695652,81.0772933990362
6440,"3:8",2020,7341,1639,84.2495588235294,227.2,14.3538043478261,81.2998260102556
6440,"3:8",2021,7341,1639,75.8,425.5,12.7125,78.1495123598478
6531,"3:3",2006,3042,1639,66.010294117647,121.8,2.13548387096774,67.4210019782568
6531,"3:3",2007,3042,1639,67.6629411764706,73.6,6.43870967741935,71.41066951471
6531,"3:3",2008,3042,1639,85.6155882352941,132.5,4.70322580645161,78.9068425115292
6531,"3:3",2009,3042,1639,74.5682352941176,86.2,4.85806451612903,72.9000339818044
6531,"3:3",2010,3042,1639,74.7208823529412,68.8,4.79032258064516,73.0164704613181
6531,"3:3",2011,3042,1639,71.8735294117647,21,6.00967741935484,76.1589775643253
6531,"3:3",2012,3042,1639,58.7261764705882,16.9,7.84516129032258,67.7330682390942
6531,"3:3",2013,3042,1639,84.9788235294118,29.1,0.816129032258065,82.3824501842619
6531,"3:3",2014,3042,1639,85.0314705882353,20.1,7.23870967741936,70.6503166929907
6531,"3:3",2015,3042,1639,80.7841176470588,68.2,5.32258064516129,72.6737662986149
6531,"3:3",2016,3042,1639,68.2367647058824,78.6,4.37741935483871,72.6558196847185
6531,"3:3",2017,3042,1639,70.4894117647059,76.8,7.93870967741935,68.648544665741
6531,"3:3",2018,3042,1639,65.2420588235294,78.4,3.38064516129032,71.8310182479549
6531,"3:3",2019,3042,1639,75.4947058823529,126.6,6.99677419354839,81.8088775263425
6531,"3:3",2020,3042,1639,76.5473529411765,77.8,6.17741935483871,72.0353962133687
6531,"3:3",2021,3042,1639,70.1,36,5.27741935483871,75.849099176145
6533,"3:10",2006,6344,3042,72.297794117647,453.4,12.8995918367347,74.811051229336
6533,"3:10",2007,6344,3042,69.6379411764706,437.9,12.7538775510204,72.1803443463708
6533,"3:10",2008,6344,3042,83.3780882352941,441.7,12.2016326530612,73.8423439779045
6533,"3:10",2009,6344,3042,75.5182352941176,436.2,12.6983673469388,71.953659336321
6533,"3:10",2010,6344,3042,76.5583823529412,499.1,12.0297959183673,83.2821725578333
6533,"3:10",2011,6344,3042,71.7985294117647,386.1,12.830612244898,68.0413137544026
6533,"3:10",2012,6344,3042,59.1386764705882,358.7,12.3669387755102,71.2421904231587
6533,"3:10",2013,6344,3042,83.4788235294118,441.1,12.0628571428571,74.5858049862156
6533,"3:10",2014,6344,3042,82.2189705882353,466.1,13.2208163265306,79.0574944154498
6533,"3:10",2015,6344,3042,80.5591176470588,301.5,12.6448979591837,75.0683513920682
6533,"3:10",2016,6344,3042,62.0992647058823,427.1,12.8208163265306,70.9042623855576
6533,"3:10",2017,6344,3042,75.2394117647059,446.8,13.0951020408163,74.449845726037
6533,"3:10",2018,6344,3042,72.5795588235294,276.1,14.0983673469388,73.3191560053011
6533,"3:10",2019,6344,3042,76.2197058823529,443.4,13.4069387755102,75.8089989216989
6533,"3:10",2020,6344,3042,78.3598529411765,256.6,13.305306122449,77.892897079307
6533,"3:10",2021,6344,3042,71.4,381.8,11.9795918367347,74.0424664042135
6534,"3:4",2006,817,1639,74.6492647058823,105.1,5.16393442622951,72.2641168569414
6534,"3:4",2007,817,1639,68.0326470588235,64.7,9.34754098360656,74.926847243355
6534,"3:4",2008,817,1639,80.7160294117647,138,6.11147540983607,81.3764855614466
6534,"3:4",2009,817,1639,76.8994117647059,79.9,8.58360655737705,76.2067846312132
6534,"3:4",2010,817,1639,72.7827941176471,65.6,7.12950819672131,73.6491799829592
6534,"3:4",2011,817,1639,74.6661764705882,32.3,9.15737704918033,71.4299351386505
6534,"3:4",2012,817,1639,65.9495588235294,51.6,8.21147540983607,72.3710675429609
6534,"3:4",2013,817,1639,83.4329411764706,77.2,4.74426229508197,83.6086229997001
6534,"3:4",2014,817,1639,82.6163235294118,77,9.39016393442623,79.9241129191512
6534,"3:4",2015,817,1639,80.7997058823529,97.6,7.22622950819672,74.9054264209344
6534,"3:4",2016,817,1639,71.8830882352941,96.2,6.22295081967213,72.4265368437513
6534,"3:4",2017,817,1639,74.6664705882353,61,7.94262295081967,72.3161941281466
6534,"3:4",2018,817,1639,67.4498529411765,76.6,8.01311475409836,73.3388748818971
6534,"3:4",2019,817,1639,76.6332352941176,82.9,8.56065573770492,77.0940055560809
6534,"3:4",2020,817,1639,80.3166176470588,64.7,8.53934426229508,72.5792824943418
6534,"3:4",2021,817,1639,69.8,115.9,5.77704918032787,72.8766444455293
6535,"3:9",2006,91,4480,72.0301470588235,383.8,13.0897196261682,74.3975047768678
6535,"3:9",2007,91,4480,71.6214705882353,600.7,13.1892523364486,74.1590063862275
6535,"3:9",2008,91,4480,79.2127941176471,359.1,12.9411214953271,81.0569269165194
6535,"3:9",2009,91,4480,73.2041176470588,397.2,13.3897196261682,69.8360165679493
6535,"3:9",2010,91,4480,68.6954411764706,456.2,12.5934579439252,70.4890955731165
6535,"3:9",2011,91,4480,68.7867647058823,367.6,13.5794392523364,71.1155477184784
6535,"3:9",2012,91,4480,57.7780882352941,437,13.4845794392523,67.3876131774844
6535,"3:9",2013,91,4480,77.7694117647059,435.5,12.6098130841121,73.1502663381741
6535,"3:9",2014,91,4480,80.2607352941176,531.3,13.7126168224299,74.4642240155172
6535,"3:9",2015,91,4480,74.8520588235294,319.5,13.8420560747664,73.7672702919053
6535,"3:9",2016,91,4480,69.2433823529412,364.2,13.6317757009346,71.0214095612457
6535,"3:9",2017,91,4480,73.0347058823529,520.4,13.8242990654206,75.0124694614974
6535,"3:9",2018,91,4480,68.9260294117647,300.3,15.1126168224299,71.3895366912318
6535,"3:9",2019,91,4480,75.5173529411765,360.5,14.2247663551402,69.1849443246141
6535,"3:9",2020,91,4480,76.4086764705882,324.3,13.807476635514,73.5769551144151
6535,"3:9",2021,91,4480,67.4,528,12.7084112149533,64.7323895553466
6631,"3:10",2006,5371,4978,73.6794117647059,960.1,12.6048979591837,72.1844603074105
6631,"3:10",2007,5371,4978,71.7541176470588,833.6,12.2673469387755,71.7509902457665
6631,"3:10",2008,5371,4978,87.2288235294118,660.2,11.9497959183673,81.4270105810215
6631,"3:10",2009,5371,4978,79.2035294117647,764.1,12.3951020408163,74.7384391556194
6631,"3:10",2010,5371,4978,73.1782352941176,870.4,11.5734693877551,68.9163629438855
6631,"3:10",2011,5371,4978,72.8529411764706,647,12.6612244897959,76.2541004138005
6631,"3:10",2012,5371,4978,62.7276470588235,749.1,12.2987755102041,75.0488000509937
6631,"3:10",2013,5371,4978,80.0023529411765,754.1,11.5995918367347,79.788027908236
6631,"3:10",2014,5371,4978,85.8770588235294,727.3,12.8620408163265,77.9274804113149
6631,"3:10",2015,5371,4978,78.1517647058824,481.4,12.3869387755102,78.7800609362091
6631,"3:10",2016,5371,4978,75.9264705882353,691.5,12.4167346938776,76.3686837224736
6631,"3:10",2017,5371,4978,77.3011764705882,915.2,12.8967346938776,79.8793906079735
6631,"3:10",2018,5371,4978,71.5758823529412,482.7,13.8657142857143,72.189660119778
6631,"3:10",2019,5371,4978,80.0505882352941,713.5,13.2048979591837,81.880871375973
6631,"3:10",2020,5371,4978,79.8252941176471,653.8,12.8448979591837,76.5736448974152
6631,"3:10",2021,5371,4978,70.1,792.3,11.6542857142857,75.7273104397615
6632,"3:4",2006,2171,91,64.435294117647,133,4.51147540983607,65.512856727605
6632,"3:4",2007,2171,91,62.8929411764706,53,8.20819672131148,69.982975112737
6632,"3:4",2008,2171,91,73.0505882352941,125.2,5.45901639344262,67.1342176384463
6632,"3:4",2009,2171,91,73.3082352941177,78.9,7.85409836065574,72.7222151825864
6632,"3:4",2010,2171,91,65.6658823529412,63.4,6.2655737704918,64.0339567382159
6632,"3:4",2011,2171,91,66.7235294117647,23.3,8.1655737704918,68.1012381674111
6632,"3:4",2012,2171,91,61.1811764705882,47.7,7.30163934426229,65.3903967021346
6632,"3:4",2013,2171,91,73.2388235294118,84.9,3.7983606557377,72.5574661449207
6632,"3:4",2014,2171,91,81.2964705882353,54.1,8.60327868852459,73.4930924283783
6632,"3:4",2015,2171,91,74.1541176470588,73,6.29672131147541,63.7077071257177
6632,"3:4",2016,2171,91,55.5117647058823,99.2,5.49344262295082,63.6094859828586
6632,"3:4",2017,2171,91,65.6694117647059,57.7,7.02950819672131,64.7891677763883
6632,"3:4",2018,2171,91,59.8270588235294,79.7,7.22950819672131,67.8709445078324
6632,"3:4",2019,2171,91,72.5847058823529,88.5,7.87377049180328,75.952784964055
6632,"3:4",2020,2171,91,74.7423529411765,65.5,7.53114754098361,67.4053384700186
6632,"3:4",2021,2171,91,63.2,84.2,4.89016393442623,65.2185092718707
6633,"3:10",2006,5133,1691,74.2551470588235,401.4,13.1538775510204,74.4497682877118
6633,"3:10",2007,5133,1691,63.9714705882353,589.1,12.9089795918367,64.7598500436658
6633,"3:10",2008,5133,1691,85.0877941176471,451.9,12.6428571428571,76.2055571584696
6633,"3:10",2009,5133,1691,75.9041176470588,450.5,12.9004081632653,74.4775476706412
6633,"3:10",2010,5133,1691,75.2204411764706,499.7,12.250612244898,76.9974238583173
6633,"3:10",2011,5133,1691,74.8367647058823,391.8,13.1330612244898,74.3388350252586
6633,"3:10",2012,5133,1691,65.1530882352941,362.8,12.8987755102041,75.7918896782044
6633,"3:10",2013,5133,1691,82.4694117647059,489.5,12.0542857142857,82.3911347577751
6633,"3:10",2014,5133,1691,84.8857352941176,563,13.5526530612245,78.949047121528
6633,"3:10",2015,5133,1691,80.8020588235294,409.1,12.6285714285714,78.7215498003823
6633,"3:10",2016,5133,1691,74.7183823529412,362.9,13.249387755102,73.159525334971
6633,"3:10",2017,5133,1691,71.3347058823529,509.8,13.3775510204082,76.1298601454254
6633,"3:10",2018,5133,1691,68.2510294117647,264.3,14.2359183673469,67.9148832655229
6633,"3:10",2019,5133,1691,77.1673529411765,521.3,13.6204081632653,81.1288254196384
6633,"3:10",2020,5133,1691,78.1836764705882,356.3,13.0914285714286,73.7158822951729
6633,"3:10",2021,5133,1691,70.9,492,12.5436734693878,74.0095966078861
6634,"3:5",2006,91,2171,73.1308823529412,196.3,7.37934782608696,78.8707995961954
6634,"3:5",2007,91,2171,69.8888235294118,188.1,10.329347826087,73.6607288188911
6634,"3:5",2008,91,2171,84.1467647058823,180.8,8.73260869565217,81.6081148447661
6634,"3:5",2009,91,2171,74.204705882353,139.4,9.95978260869565,70.9564364225641
6634,"3:5",2010,91,2171,71.9626470588235,140.2,7.7695652173913,72.3878665936199
6634,"3:5",2011,91,2171,76.4205882352941,43.4,10.1760869565217,78.4872025516668
6634,"3:5",2012,91,2171,62.5785294117647,138.4,9.93478260869565,71.1125252554787
6634,"3:5",2013,91,2171,81.5364705882353,232.4,6.39565217391304,78.0751795201901
6634,"3:5",2014,91,2171,83.7944117647059,172,9.98478260869565,74.2724439338499
6634,"3:5",2015,91,2171,78.8523529411765,89.3,8.6,76.3539429498096
6634,"3:5",2016,91,2171,74.6102941176471,158.3,8.47608695652174,77.6044776377078
6634,"3:5",2017,91,2171,73.4682352941176,118.1,9.82065217391304,71.5668260022099
6634,"3:5",2018,91,2171,66.1261764705882,142.3,10.3554347826087,67.177722875931
6634,"3:5",2019,91,2171,79.8841176470588,187.4,9.24130434782609,81.9853285742395
6634,"3:5",2020,91,2171,78.5420588235294,119.2,9.31304347826087,74.3417376561475
6634,"3:5",2021,91,2171,70.1,172.5,7.12934782608696,70.7857255902596
6635,"3:9",2006,5133,817,73.2345588235294,370.1,12.7728971962617,75.103745153541
6635,"3:9",2007,5133,817,69.6455882352941,559.5,13.0976635514019,69.2539040026084
6635,"3:9",2008,5133,817,81.0566176470588,406.8,12.611214953271,75.52162278208
6635,"3:9",2009,5133,817,76.1676470588235,380.7,13.188785046729,75.9359343952522
6635,"3:9",2010,5133,817,71.2786764705882,473.8,12.3172897196262,73.0273845424431
