district_no,Std_Without,Std_With,Hedging_Effectiveness
1003,133.62055730063895,108.75750087202995,18.607209048431432
1051,113.4492426888195,111.75668729551354,1.491905413549979
1053,141.77962241920852,133.13175687486157,6.099512325387129
1054,110.32069615443876,109.80761916351986,0.46507773138110353
1055,151.75221909415365,146.86504031809227,3.2204990511731224
1056,126.80576222448781,113.45030252488208,10.532218304056393
1057,140.3846905233378,134.91755232408718,3.8943977287478933
1058,119.77930817410274,119.75072923757182,0.023859660709827774
1059,124.7479806115781,120.54191457849791,3.371650597035651
1060,172.2828991320187,159.05378275136488,7.678717067859702
1061,163.97085919963544,160.7752747730469,1.9488733804205398
1062,155.8569942821517,131.83879193339996,15.410410331198232
3101,129.26640192512,128.95667160612726,0.23960620422633228
3102,118.6886122029686,117.30111320469214,1.1690245361565972
3103,114.40149183176474,114.22583048467543,0.15354812623216418
3151,114.356728413038,114.23219329800342,0.10890055772212616
3153,112.53794619297679,111.46799164846001,0.9507500187377232
3154,104.2699573223275,100.9940016440051,3.1418020707494034
3155,101.87233841103938,99.45658135891605,2.371357220029753
3157,106.84658160184628,105.92667318251267,0.8609619564260476
3158,122.98054046609703,95.00019087518842,22.751851215536135
3159,105.34693815442186,103.88491442687227,1.3878179595561648
3241,88.4613361870597,88.01229890088243,0.5076085276710514
3251,106.01534480127549,104.56359745900745,1.3693747306008566
3252,95.01696690591632,92.47348349439528,2.6768728726518267
3254,88.32425110542026,87.99706103809675,0.3704419377787793
3255,106.6992783480751,104.3974957965108,2.1572615927686134
3256,98.62694696008118,97.24439995907643,1.401794381371586
3257,93.34186627660708,91.72101771677609,1.7364647017318091
3351,116.80931469707372,116.16873831702128,0.5483949475379333
3352,122.89538098181993,122.4296047543385,0.3790022242986743
3353,126.19105092411797,122.90391987090061,2.6048844423952096
3354,137.21990137488558,137.11230376360177,0.07841254089656459
3355,134.71391910266735,124.0733132025191,7.898668505099975
3357,166.5302054683574,165.5362449899362,0.5968649805155405
3358,133.99032800915145,133.82334647628326,0.12462207933156737
3359,111.23241733715342,111.14662301478297,0.07713068224562446
3360,107.60262698156274,107.59704122135018,0.005191100226123
3361,149.6672932429349,149.62131384355268,0.030721073646722958
3452,131.91463906632956,125.70270430833152,4.709056403417471
3453,104.61683739564424,103.72677458987093,0.8507835143278473
3454,135.01573241663357,134.84499476460832,0.12645759791783936
3455,140.48415331749462,130.4010145372788,7.177420756793754
3456,111.85667019300489,111.79084812473126,0.0588450095645249
3457,106.6192728043731,88.75193239535906,16.75807753988094
3458,128.11723797626402,126.88915226394577,0.9585639931964282
3459,71.34031118519177,64.23023907075842,9.966415896303522
3460,123.01839428855075,119.59577057134736,2.782204837737778
3462,160.1629836551921,152.9284645954746,4.51697320730013
5158,91.22800739539002,90.88130802389833,0.3800361110476418
5162,103.7576149815842,102.94534862043189,0.7828498768947985
5166,93.33038090568364,91.42835915394963,2.0379449149105335
5334,150.14095991129267,148.43132878297186,1.1386840268844054
5370,130.77524740306683,121.15644660586884,7.3552151406386255
5382,92.70592933212704,86.57533977404016,6.612942238164199
5558,126.2249843203265,114.20455794915557,9.523016727549106
5570,99.69403860478988,96.60952982017098,3.0939751541680516
5754,131.51425778218876,125.22796943482187,4.779929152455937
5762,96.96355329022687,79.47116140576112,18.040172096528188
5766,101.86694589839566,84.8456399080607,16.709351438996098
5915,108.32755266628462,97.56495337013685,9.935237186889271
5974,91.47187545907214,76.61111663537488,16.24626011997152
6432,77.81523415544459,74.22874716170472,4.60897796256124
6433,81.0627411330261,72.71240290280564,10.301080513077313
6434,95.64824445156673,91.65766113991887,4.172144856948796
6435,97.87502234993356,85.82694338056113,12.309656417034375
6437,100.9987458668011,100.74442740514496,0.25180358377077283
6439,114.74349364270432,111.44020058226387,2.8788499945159933
6440,82.28619973401779,77.25196384298779,6.117958913283973
6531,125.9692237545875,125.90312409207404,0.052472866421913296
6533,110.74723171860023,103.91929314771497,6.165335661151789
6534,88.76846286829573,87.94146599176185,0.9316336566071719
6535,89.54754416881941,89.5310792877668,0.018386747738801997
6631,100.71530833658476,95.01033190645077,5.664458089199588
6632,110.41159359415117,110.39932620323435,0.011110600361326856
6633,108.49481708051002,101.29195917279554,6.638895849162544
6634,103.46756013359935,102.42593546685792,1.0067161778981362
6635,76.76269927510366,74.3274356995767,3.1724569335419215
6636,76.4273598479846,75.17673574006753,1.636356548760274
7133,80.55110179258878,80.26801812994535,0.3514336319971731
7137,111.78259852648502,107.57724151539388,3.7620855719280395
7140,106.19609534567016,97.03128129347942,8.630085713000184
7141,126.97119883396128,118.73558610466993,6.486205379584514
7231,82.59930588893188,82.34508426036231,0.3077769550647428
7232,77.293966991825,69.08031644328676,10.626509245420095
7235,85.95285529482622,85.90291505171231,0.05810190126041682
7331,106.87268438037228,102.6796675260191,3.9233756302309595
7332,102.63951156028233,102.48978495893007,0.14587618264757493
7333,114.48518972629897,100.85270655037468,11.907639065380966
7334,100.91374534720234,87.43572820300832,13.35597752102228
7336,111.55702876406608,109.72023872211234,1.6465031941989
7337,104.97999809487519,90.4024589611114,13.886015810925617
7339,73.91404016378307,73.80561377269161,0.14669255103793305
7340,126.61113168543541,105.66422367101852,16.544286221577543
8115,89.2836677860701,89.23991030363206,0.04900950366744017
8116,126.61715523577365,126.26605882078827,0.277289767197503
8117,118.43531005011413,97.79998849556227,17.423284952621245
8118,80.51858584616764,77.71528808079108,3.4815536511437393
8119,75.49269280312276,74.78880340002726,0.9323940860490614
8125,88.53985919723766,86.54304289533165,2.2552738619764
