District Number,Precipitation-based index (%),Temperature-based index (%),Mixed index at two stations (%),Mixed index at same station (%)
Average,5.5682038065010575,3.9013341021548147,10.919133397683074,11.783312525563403
Minimum,3.094442718531056e-5,0.00203549842397866,0.2042269910176203,0.2752029912788161
Maximum,40.08123400202944,31.725470396876048,35.30513061956879,37.326259519390085
SD,6.976203594946066,4.801124463147581,7.052132214424772,8.046734886966945
1003,18.607209048431432,1.3657503735983496,4.2627614261624505,20.87314130779656
1051,1.491905413549979,7.731610064156734,9.560151512792348,16.423791816151574
1053,6.099512325387129,3.647038911814247,12.765611334696803,8.435533615568936
1054,0.46507773138110353,6.128447888083125,16.17866002645508,20.75991148274742
1055,3.2204990511731224,2.6979031704125638,16.94240107734658,27.525468982651415
1056,10.532218304056393,10.436051499411027,13.924708701729283,13.43706633562508
1057,3.8943977287478937,2.480834261626992,23.69671453411824,22.50221544360057
1058,0.02385966070982777,1.3584620255647064,7.109709554650341,8.691110544349613
1059,3.371650597035651,5.960010874274688,10.637793678353452,8.880481886899673
1060,7.678717067859702,2.8086370471501336,12.757085842702518,14.458070866379376
1061,1.94887338042054,19.003521653659902,17.6706009864681,17.6706009864681
1062,15.410410331198232,0.43900897891411184,10.252422169642363,13.531901816509547
3101,0.23960620422633228,0.30086722728982795,5.549776082354999,7.022618282128206
3102,1.1690245361565972,7.298993015814076,12.27945476990469,4.158956347815428
3103,0.15354812623216418,0.3851280914804131,13.760673239311446,19.3313449595463
3151,0.10890055772212616,3.922824014000778,7.167650055370105,18.24127511484066
3153,0.9507500187377232,0.03717778016804319,1.1842517157616688,6.212330949463166
3154,3.141802070749403,0.924778042473396,5.393237278889137,12.17099917490466
3155,2.371357220029753,0.7461261053304964,6.581104507524348,4.30277401501823
3157,0.8609619564260476,9.1050568266123,7.286714396266185,5.984196122076572
3158,22.751851215536135,0.3475195131070383,2.5416721302988625,7.592626804499767
3159,1.3878179595561648,2.8563778225817864,6.550391449631239,8.74357593206074
3241,0.5076085276710514,4.0992507418970074,3.779085681767396,5.822231205062328
3251,1.3693747306008566,10.335638306611855,13.081033580640922,13.61345860530404
3252,2.6768728726518267,0.48294892428426056,8.395742412802553,2.8500081813057885
3254,0.3704419377787793,5.851700143038978,2.995560215178842,5.443209489526009
3255,2.1572615927686134,0.13285710878108334,1.1274893142797469,5.548338166974904
3256,1.401794381371586,0.14615669873251147,10.579611042816564,0.8503693074821199
3257,1.7364647017318091,2.6179888508242137,6.544016277411087,1.917441453164746
3351,0.5483949475379333,13.683401310360232,27.40763966078989,18.148792099099932
3352,0.3790022242986743,2.1077978993382724,0.598454200090468,2.7550109616922747
3353,2.6048844423952096,5.10871376279349,14.6343040512461,14.6343040512461
3354,0.07841254089656459,6.659575206425183,17.665514127868086,15.731437327228342
3355,7.898668505099975,2.5686626372020234,6.96395576533589,8.739492804160227
3357,0.5968649805155405,4.508276890724288,9.229721460861484,9.22972146086145
3358,0.12462207933156735,3.970043432004127,12.5717162164667,14.273860142177428
3359,0.07713068224562446,6.971824078790656,8.101486529688229,6.163412283905727
3360,0.005191100226123,10.736857931621008,16.584909819244494,14.523743818725144
3361,0.03072107364672295,2.9997595334677913,3.9992221589878274,3.1018584264053155
3452,4.709056403417471,0.6544632208694035,19.06574380932489,15.036513462601054
3453,0.8507835143278473,5.44942062287528,30.170184385807353,29.139076756612702
3454,0.12645759791783936,8.077176753608692,22.186534393638897,29.22167590594572
3455,7.177420756793754,1.2255505755708755,14.791599144598758,9.883372074690056
3456,0.0588450095645249,0.9001504699878146,23.236572284871738,16.296020287635947
3457,16.75807753988094,4.847587468988363,35.30513061956879,26.19890027130359
3458,0.9585639931964282,7.17317884571891,13.62425782153638,10.094674941936756
3459,9.966415896303522,4.375926920547236,6.826413385738286,16.759648189195598
3460,2.782204837737778,10.85171328616567,19.513866061128617,22.705481749993496
3462,4.51697320730013,9.341965047245324,19.641792977528173,12.07974754038075
5158,0.3800361110476418,0.00673646357039459,8.296750542741936,8.296750542741936
5162,0.7828498768947985,0.3377943834504785,20.76252910502045,23.41023687333628
5166,2.0379449149105335,0.9866053720391196,21.670258119954923,18.796256729440735
5334,1.1386840268844054,0.5439270209166991,10.13935317951793,17.96718063446426
5370,7.3552151406386255,1.316682316812923,7.59593279183849,9.896101830559246
5382,6.612942238164199,2.1555530269273944,18.07544507961963,28.1165046148592
5558,9.523016727549106,5.432855868496914,12.668128645896582,9.446235680843577
5570,3.0939751541680516,16.40433884848746,21.4721389887859,21.971495248829655
5754,4.779929152455937,20.18090861346616,15.320438888574872,14.978174170499123
5762,18.040172096528188,4.666533744963097,15.24755115910181,10.534618369052744
5766,16.709351438996098,8.506081957850666,8.594407118223243,13.623841195529067
5915,9.935237186889273,3.4301453463507374,4.467200768307647,2.821649159948868
5974,16.24626011997152,6.792034778778879,13.46991733784474,9.659510286078648
6432,4.60897796256124,15.727834118931932,14.871239814285826,14.871239814285826
6433,10.301080513077313,1.1513092318555362,2.011040252467092,12.893984184013036
6434,4.172144856948796,0.5606262638789078,8.304042648465588,3.556651514907409
6435,12.309656417034375,3.8439372448174622,13.38431670147722,3.2155390005622793
6437,0.25180358377077283,0.01591471140394221,5.7541004606316255,10.14225920978688
6439,2.8788499945159933,0.14902532523668202,4.654285541821612,7.781293257327926
6440,6.117958913283973,5.209975980467317,9.027611978674734,9.76019358613384
6531,0.05247286642191329,4.178844671105269,5.792189529176269,8.62130939768616
6533,6.165335661151789,0.30610528862874403,3.569199211387883,5.275368872828668
