"district_no","accumulation_period","Year","stations","Y_t","IR_t","IT_t","prediction"
1055,"3:4",2019,2306,96.3535294117647,99.4,7.48360655737705,101.226261185735
1055,"3:4",2020,2306,104.926764705882,67.8,7.14426229508197,102.686129959399
1055,"3:4",2021,2306,93.1,101.4,5.4655737704918,96.9790375487899
1056,"3:7",2006,1975,84.1970588235294,254,12.2196078431373,84.7659833305122
1056,"3:7",2007,1975,66.5505882352941,540.5,13.2307189542484,67.830841477923
1056,"3:7",2008,1975,89.3041176470588,320.4,12.5,88.5998650881531
1056,"3:7",2009,1975,89.9576470588235,327.3,12.7032679738562,89.3341170219144
1056,"3:7",2010,1975,82.1111764705882,257.9,12.0947712418301,84.9309362747536
1056,"3:7",2011,1975,81.7647058823529,217.9,12.662091503268,80.9506155337819
1056,"3:7",2012,1975,85.7182352941176,301.4,12.0790849673203,87.0850302903092
1056,"3:7",2013,1975,81.0717647058823,304.3,10.7679738562092,83.9787712311087
1056,"3:7",2014,1975,98.6252941176471,295.5,13.3718954248366,90.1684601955556
1056,"3:7",2015,1975,95.0788235294118,283.5,11.6222222222222,85.5915808701525
1056,"3:7",2016,1975,83.9323529411765,363.9,12.4529411764706,87.700725014741
1056,"3:7",2017,1975,83.9858823529412,445.1,12.4267973856209,79.8156009388016
1056,"3:7",2018,1975,70.8394117647059,169,13.562091503268,71.5500869828164
1056,"3:7",2019,1975,79.1929411764706,290.9,13.0111111111111,88.946003488969
1056,"3:7",2020,1975,83.4464705882353,222.7,12.1333333333333,81.4406869559661
