district,Std_Without,Std_With,Hedging_Effectiveness
1003,133.62055730063895,76.40638777454072,42.818388638635504
1051,113.4492426888195,99.0126007813117,12.725199010015546
1053,141.77962241920852,133.36980566842544,5.931611755825712
1054,110.32069615443876,78.7519618071877,28.61542344063689
1055,151.75221909415365,127.02473646563158,16.294643186192925
1056,126.80576222448781,102.33102115884562,19.300969164409004
1057,140.3846905233378,114.26576411349023,18.605252689933106
1058,119.77930817410274,74.8959407203578,37.47172039807214
1059,124.7479806115781,86.39351946561229,30.745556727998903
1060,172.2828991320187,126.1476844800909,26.778754527792596
1061,163.97085919963544,138.2195692885766,15.704796594196354
1062,155.8569942821517,101.40266113972467,34.93865218768882
3101,129.26640192512,96.8479711226802,25.078775551607585
3102,118.6886122029686,96.62625544520253,18.58843603296783
3103,114.40149183176474,92.85515441993375,18.833965420238016
3151,114.356728413038,95.13905922479611,16.80501834472806
3153,112.53794619297679,82.29667755992051,26.872063740348906
3154,104.2699573223275,80.39486714475666,22.897381748959848
3155,101.87233841103938,81.31198448313268,20.182469793663522
3157,106.84658160184628,92.63595682028345,13.30002754277847
3158,122.98054046609703,89.0418297988712,27.596813722396966
3159,105.34693815442186,82.90197114157802,21.305761141290212
3241,88.4613361870597,75.33864528933374,14.83438015222471
3251,106.01534480127549,86.69538676183423,18.223737399200367
3252,95.01696690591632,76.54206171802794,19.443795976124793
3254,88.32425110542026,71.86375124279883,18.63644430222776
3255,106.6992783480751,84.26295671722929,21.02762265894048
3256,98.62694696008118,79.63563748208055,19.255700458503778
3257,93.34186627660708,76.254837173139,18.305857580383904
3351,116.80931469707372,73.07840351184113,37.43786298091185
3352,122.89538098181993,93.3629050060462,24.030582549023954
3353,126.19105092411797,84.5843593180783,32.971190350937704
3354,137.21990137488558,126.10081400355841,8.103115699631466
3355,134.71391910266735,122.73297593578332,8.893619342892986
3357,166.5302054683574,117.68965885395502,29.328341052027717
3358,133.99032800915145,105.37265090788388,21.358017049792583
